company_name,sector,offer_price,shares_offered,underwriter_reputation,market_conditions,company_revenue,company_age_years,num_employees,exchange,ipo_outcome
PinnacleCorp8625,Technology,42.24,4569353,6,Neutral,10.15,34,69,NASDAQ,Failure
HorizonInc8626,Healthcare,17.63,5988263,4,Neutral,201.59,22,539,NASDAQ,Success
EclipseTechnologies8627,Real Estate,33.45,23669635,2,Bull,61.21,2,280,NASDAQ,Failure
RadiantSystems8628,Finance,28.63,1223254,8,Bull,1.6,29,13,NASDAQ,Success
ForgeSolutions8629,Real Estate,7.47,46525590,4,Bull,60.01,72,353,NYSE,Success
CatalystGroup8630,Finance,12.39,2380754,5,Bull,135.7,47,744,NYSE,Success
SynergyHoldings8631,Finance,10.91,1014438,8,Neutral,8.64,18,18,NYSE,Success
MomentumLabs8632,Technology,8.24,2385069,8,Bear,15.33,76,90,NYSE,Failure
ElevateDynamics8633,Energy,31.18,1454823,4,Bull,62.38,51,424,NYSE,Success
IgniteVentures8634,Technology,56.51,4971616,5,Neutral,25.35,55,125,NASDAQ,Failure
ThriveGlobal8635,Finance,17.66,626313,2,Bull,89.51,6,259,NASDAQ,Success
AlphaNetworks8636,Healthcare,30.79,3766437,1,Bear,39.89,22,72,NASDAQ,Failure
BetaInnovations8637,Healthcare,42.2,6350022,7,Bull,7.54,31,34,NASDAQ,Success
GammaPartners8638,Finance,22.29,14401371,7,Bear,1794.65,55,2236,NASDAQ,Success
DeltaEnterprises8639,Technology,19.83,6456552,6,Bull,32.79,4,187,NASDAQ,Success
OmegaDigital8640,Healthcare,17.76,13541566,6,Bull,65.79,19,341,NASDAQ,Success
NovaAnalytics8641,Telecommunications,26.28,1783935,4,Neutral,779.46,80,1363,NASDAQ,Failure
ApexRobotics8642,Technology,31.1,4848550,8,Neutral,199.21,24,310,NASDAQ,Success
ZenithBio8643,Healthcare,25.3,351784,2,Bear,124.12,70,118,NYSE,Failure
VertexPharma8644,Healthcare,24.87,2916841,5,Neutral,266.85,14,845,NYSE,Success
QuantumCapital8645,Healthcare,19.58,4812615,6,Bull,124.86,69,443,NYSE,Failure
NexusEnergy8646,Consumer Goods,9.06,5268375,5,Bull,124.85,32,121,NYSE,Failure
PulseHealth8647,Technology,31.46,677336,5,Bull,127.83,17,455,NASDAQ,Success
VortexCorp8648,Finance,10.57,2212943,4,Bull,42.39,53,227,NASDAQ,Success
CipherInc8649,Energy,27.38,2543977,7,Bear,273.74,46,162,NYSE,Failure
HelixTechnologies8650,Healthcare,29.31,2128493,3,Neutral,150.15,11,241,NASDAQ,Success
PrismSystems8651,Telecommunications,11.36,6749681,5,Neutral,1.73,70,56,NYSE,Failure
FluxSolutions8652,Telecommunications,14.82,2631784,6,Bear,195.63,61,511,NYSE,Success
AetherGroup8653,Technology,58.02,3610392,5,Bear,16.61,31,225,NYSE,Failure
TitanHoldings8654,Healthcare,19.3,2003448,6,Bear,78.6,73,270,NASDAQ,Success
OrionLabs8655,Technology,10.91,9481228,6,Neutral,4.44,3,49,NASDAQ,Failure
StellarDynamics8656,Technology,29.98,10213635,2,Bull,22.76,78,79,NYSE,Failure
CrestVentures8657,Finance,13.65,2401630,2,Bear,31.61,34,85,NYSE,Failure
SummitGlobal8658,Energy,7.69,50000000,6,Neutral,122.12,65,155,NYSE,Failure
PinnacleNetworks8659,Finance,26.05,1518938,4,Bear,22.61,72,120,NASDAQ,Success
HorizonInnovations8660,Healthcare,12.7,8950293,4,Neutral,2.12,68,12,NASDAQ,Success
EclipsePartners8661,Healthcare,23.58,1262998,7,Bear,26.17,9,64,NYSE,Success
RadiantEnterprises8662,Telecommunications,13.38,7081697,4,Neutral,30.85,33,54,NASDAQ,Failure
ForgeDigital8663,Real Estate,28.61,6550185,1,Neutral,141.12,7,394,NASDAQ,Failure
CatalystAnalytics8664,Technology,22.02,1188570,9,Bear,68.18,20,319,NASDAQ,Success
SynergyRobotics8665,Consumer Goods,5.5,2868778,8,Bull,17.29,48,67,NASDAQ,Success
MomentumBio8666,Finance,24.31,21162460,8,Bear,82.73,56,216,NASDAQ,Success
ElevatePharma8667,Consumer Goods,17.38,1448006,3,Bull,854.49,19,3505,NYSE,Success
IgniteCapital8668,Energy,40.79,4885909,5,Bull,315.93,5,329,NYSE,Success
ThriveEnergy8669,Real Estate,24.47,4572103,3,Bear,3.11,32,56,NASDAQ,Failure
AlphaHealth8670,Technology,29.31,3133675,5,Bear,2236.51,47,1795,NASDAQ,Failure
BetaCorp8671,Healthcare,14.08,578891,5,Neutral,322.37,32,707,NASDAQ,Failure
GammaInc8672,Telecommunications,13.53,7486597,3,Bull,588.8,77,1460,NASDAQ,Success
DeltaTechnologies8673,Technology,19.83,3307212,7,Bull,5.59,56,54,NYSE,Failure
OmegaSystems8674,Technology,16.77,9858510,5,Bear,29.33,52,51,NYSE,Failure
NovaSolutions8675,Consumer Goods,39.21,4121625,9,Bear,131.99,3,401,NASDAQ,Failure
ApexGroup8676,Industrials,18.6,3486710,6,Bull,10.15,75,37,NYSE,Success
ZenithHoldings8677,Consumer Goods,10.89,4744710,1,Bull,120.51,53,565,NASDAQ,Success
VertexLabs8678,Industrials,13.28,1217693,2,Bull,632.63,79,941,NYSE,Failure
QuantumDynamics8679,Consumer Goods,32.54,15527236,10,Neutral,33.12,40,47,NYSE,Success
NexusVentures8680,Technology,18.47,2245829,5,Bull,702.78,55,1681,NASDAQ,Success
PulseGlobal8681,Energy,17.99,2274881,6,Bear,156.61,42,416,NYSE,Failure
VortexNetworks8682,Industrials,34.13,11902943,6,Neutral,3.36,69,58,NASDAQ,Failure
CipherInnovations8683,Real Estate,12.71,4186360,8,Bull,14.83,57,109,NASDAQ,Success
HelixPartners8684,Technology,6.57,2580645,2,Neutral,287.84,32,443,NYSE,Failure
PrismEnterprises8685,Technology,13.11,4944666,8,Neutral,11.61,52,91,NYSE,Success
FluxDigital8686,Industrials,22.67,6113341,8,Bear,275.57,9,696,NASDAQ,Success
AetherAnalytics8687,Healthcare,17.73,2904176,6,Neutral,136.64,55,542,NASDAQ,Failure
TitanRobotics8688,Technology,9.21,8222049,6,Bull,87.24,37,182,NASDAQ,Failure
OrionBio8689,Industrials,33.38,917534,5,Neutral,22.97,24,78,NASDAQ,Success
StellarPharma8690,Finance,21.8,4247366,2,Bull,85.77,69,363,NYSE,Failure
CrestCapital8691,Healthcare,24.4,7277294,7,Bull,681.09,69,1968,NYSE,Success
SummitEnergy8692,Technology,24.77,6087786,6,Bull,30.41,5,41,NYSE,Success
PinnacleHealth8693,Technology,10.49,347649,6,Bear,136.34,50,506,NASDAQ,Success
HorizonCorp8694,Industrials,23.37,2880307,6,Bull,1107.07,4,1321,NASDAQ,Success
EclipseInc8695,Finance,31.62,970884,4,Bull,80.92,37,282,NASDAQ,Success
RadiantTechnologies8696,Technology,35.52,11825534,8,Bull,26.16,77,45,NYSE,Success
ForgeSystems8697,Healthcare,28.81,2211819,6,Bull,25.73,41,159,NYSE,Failure
CatalystSolutions8698,Technology,25.96,10582411,7,Bull,2.4,12,28,NASDAQ,Failure
SynergyGroup8699,Technology,8.43,967969,5,Neutral,8.87,20,31,NASDAQ,Failure
MomentumHoldings8700,Healthcare,19.94,4831380,8,Bear,90.69,3,335,NASDAQ,Failure
ElevateLabs8701,Finance,12.45,3295078,6,Neutral,233.87,64,572,NASDAQ,Failure
IgniteDynamics8702,Technology,38.13,50000000,5,Neutral,28.81,72,151,NASDAQ,Success
ThriveVentures8703,Healthcare,35.35,10616582,8,Bull,229.4,23,287,NASDAQ,Success
AlphaGlobal8704,Finance,12.49,9957974,2,Bull,208.75,23,290,NASDAQ,Success
BetaNetworks8705,Finance,19.63,24836073,5,Neutral,17.18,47,52,NASDAQ,Success
GammaInnovations8706,Technology,22.74,4341661,4,Bear,22.34,64,90,NASDAQ,Success
DeltaPartners8707,Technology,31.51,2959390,6,Bear,7.25,75,90,NASDAQ,Failure
OmegaEnterprises8708,Technology,8.69,2640492,6,Bull,166.65,78,485,NYSE,Success
NovaDigital8709,Healthcare,6.65,4537181,5,Bull,54.91,45,296,NASDAQ,Success
ApexAnalytics8710,Consumer Goods,20.47,204818,4,Bear,206.75,52,341,NYSE,Failure
ZenithRobotics8711,Technology,5.66,3276630,5,Neutral,49.92,4,129,NYSE,Failure
VertexBio8712,Industrials,21.74,4101205,6,Neutral,13.32,6,44,NYSE,Failure
QuantumPharma8713,Consumer Goods,27.01,2797256,5,Bear,175.85,78,420,NASDAQ,Failure
NexusCapital8714,Technology,37.26,707216,8,Neutral,2.79,20,30,NYSE,Success
PulseEnergy8715,Technology,14.71,2814129,7,Bear,32.93,46,105,NASDAQ,Failure
VortexHealth8716,Technology,21.77,705245,6,Neutral,17.09,23,64,NASDAQ,Failure
CipherCorp8717,Technology,27.82,19264175,1,Neutral,538.25,15,1514,NYSE,Failure
HelixInc8718,Finance,11.16,2527268,5,Bull,753.44,65,1150,NASDAQ,Failure
PrismTechnologies8719,Technology,31.74,415524,7,Bull,103.0,40,206,NASDAQ,Failure
FluxSystems8720,Industrials,23.04,2659075,5,Neutral,22.91,9,79,NASDAQ,Success
AetherSolutions8721,Finance,14.84,8003571,6,Bear,721.8,30,3565,NASDAQ,Failure
TitanGroup8722,Consumer Goods,21.56,3898405,5,Bear,19.15,35,127,NASDAQ,Success
OrionHoldings8723,Industrials,18.73,1310794,6,Neutral,6.85,34,99,NYSE,Failure
StellarLabs8724,Finance,29.67,1659043,8,Bull,2.77,62,11,NASDAQ,Success
CrestDynamics8725,Real Estate,16.77,2453810,7,Neutral,63.66,39,252,NYSE,Failure
SummitVentures8726,Telecommunications,22.5,2106074,3,Bear,4.17,49,23,NASDAQ,Failure
PinnacleGlobal8727,Healthcare,14.72,927672,2,Neutral,458.66,67,852,NASDAQ,Success
HorizonNetworks8728,Technology,12.57,3055342,6,Bear,22.86,75,43,NYSE,Success
EclipseInnovations8729,Healthcare,21.88,861358,8,Bull,7.93,20,82,NYSE,Failure
RadiantPartners8730,Technology,12.83,8444659,2,Neutral,291.05,51,308,NYSE,Failure
ForgeEnterprises8731,Finance,29.97,9540971,5,Bear,203.12,53,812,NASDAQ,Success
CatalystDigital8732,Healthcare,27.01,1198777,10,Neutral,661.9,55,1097,NYSE,Success
SynergyAnalytics8733,Finance,13.7,1596550,5,Bull,4.27,58,18,NYSE,Success
MomentumRobotics8734,Industrials,22.35,2141463,10,Bear,3.11,9,14,NYSE,Failure
ElevateBio8735,Healthcare,13.67,3167591,4,Neutral,567.39,79,1211,NASDAQ,Failure
IgnitePharma8736,Finance,9.01,4226343,4,Neutral,0.81,59,10,NASDAQ,Success
ThriveCapital8737,Healthcare,14.9,5194197,4,Neutral,8.82,26,46,NYSE,Failure
AlphaEnergy8738,Industrials,19.59,5074415,3,Neutral,59.32,33,73,NYSE,Failure
BetaHealth8739,Energy,26.07,15461529,2,Bull,7.43,17,14,NASDAQ,Success
GammaCorp8740,Technology,21.64,3472426,5,Neutral,74.96,49,95,NYSE,Failure
DeltaInc8741,Consumer Goods,31.62,888703,6,Neutral,9.75,75,74,NYSE,Success
OmegaTechnologies8742,Technology,12.3,653971,4,Neutral,378.09,33,1762,NYSE,Failure
NovaSystems8743,Consumer Goods,16.64,16781487,5,Neutral,160.25,77,378,NASDAQ,Success
ApexSolutions8744,Energy,45.7,5441992,8,Neutral,82.49,59,369,NASDAQ,Success
ZenithGroup8745,Finance,7.65,4018632,7,Neutral,32.06,63,144,NYSE,Success
VertexHoldings8746,Consumer Goods,16.02,5121774,5,Bear,11.59,5,101,NASDAQ,Success
QuantumLabs8747,Real Estate,11.75,3837259,6,Bull,44.61,31,287,NYSE,Failure
NexusDynamics8748,Industrials,18.22,5041372,2,Neutral,8.6,40,24,NASDAQ,Failure
PulseVentures8749,Finance,16.16,2252185,6,Bull,968.2,78,1993,NYSE,Success
VortexGlobal8750,Consumer Goods,27.14,9390382,5,Bear,88.14,65,412,NYSE,Success
CipherNetworks8751,Finance,22.82,1934065,5,Bull,14.8,47,103,NASDAQ,Success
HelixInnovations8752,Industrials,10.46,1324721,6,Bull,571.8,69,1744,NYSE,Failure
PrismPartners8753,Industrials,14.97,602688,5,Neutral,50.95,18,171,NYSE,Failure
FluxEnterprises8754,Technology,20.08,2577357,3,Bear,445.03,13,1364,NASDAQ,Success
AetherDigital8755,Technology,29.07,11611453,9,Bear,425.27,67,461,NYSE,Success
TitanAnalytics8756,Healthcare,67.79,2069152,7,Bear,105.08,64,155,NASDAQ,Failure
OrionRobotics8757,Technology,28.54,823609,5,Neutral,8.13,39,92,NASDAQ,Success
StellarBio8758,Healthcare,12.11,4346267,2,Bull,22.86,26,161,NYSE,Failure
CrestPharma8759,Technology,19.16,1704755,1,Bear,10000.0,5,25840,NYSE,Success
SummitCapital8760,Energy,21.99,15375211,10,Bull,23.88,12,90,NASDAQ,Success
PinnacleEnergy8761,Technology,15.49,9574345,5,Neutral,37.11,63,83,NASDAQ,Success
HorizonHealth8762,Healthcare,25.41,917222,7,Bull,26.9,50,96,NASDAQ,Success
EclipseCorp8763,Consumer Goods,6.45,2747234,4,Neutral,13.34,66,164,NYSE,Failure
RadiantInc8764,Healthcare,26.48,1536056,5,Bull,156.95,5,279,NASDAQ,Success
ForgeTechnologies8765,Finance,15.83,1024274,5,Bull,7.33,69,37,NASDAQ,Failure
CatalystSystems8766,Industrials,19.01,3091186,6,Neutral,15.7,45,129,NASDAQ,Success
SynergySolutions8767,Telecommunications,41.8,7409198,6,Bear,86.75,14,276,NYSE,Failure
MomentumGroup8768,Energy,10.69,3012535,4,Bull,37.49,77,113,NYSE,Failure
ElevateHoldings8769,Technology,23.02,1950992,4,Bear,69.73,27,325,NASDAQ,Failure
IgniteLabs8770,Technology,29.87,359965,5,Bull,52.12,29,140,NYSE,Failure
ThriveDynamics8771,Telecommunications,21.87,1679798,2,Bull,9.41,64,61,NYSE,Failure
AlphaVentures8772,Consumer Goods,8.96,5676269,4,Bull,491.21,38,315,NYSE,Failure
BetaGlobal8773,Industrials,39.46,854318,5,Bull,303.24,61,298,NYSE,Success
GammaNetworks8774,Consumer Goods,18.07,11787640,6,Bull,13.02,46,54,NYSE,Success
DeltaInnovations8775,Technology,15.43,1823676,9,Bear,111.63,71,630,NASDAQ,Success
OmegaPartners8776,Finance,17.2,3967789,5,Neutral,26.16,21,96,NYSE,Failure
NovaEnterprises8777,Industrials,16.59,2193175,6,Bull,277.28,44,650,NYSE,Success
ApexDigital8778,Real Estate,11.08,1008206,2,Bull,198.03,16,578,NASDAQ,Success
ZenithAnalytics8779,Technology,21.81,5077329,6,Bull,359.28,25,668,NASDAQ,Success
VertexRobotics8780,Energy,14.9,1797643,4,Neutral,13.18,80,28,NASDAQ,Failure
QuantumBio8781,Technology,28.09,1421138,5,Bull,7.15,33,56,NASDAQ,Success
NexusPharma8782,Telecommunications,26.02,303716,6,Bull,3.36,57,27,NASDAQ,Failure
PulseCapital8783,Healthcare,45.28,12027265,7,Neutral,3019.3,24,5334,NYSE,Success
VortexEnergy8784,Consumer Goods,18.07,3289179,3,Bear,212.55,3,309,NASDAQ,Failure
CipherHealth8785,Technology,13.44,9885399,7,Bull,353.34,52,1736,NYSE,Success
HelixCorp8786,Energy,9.63,6078037,5,Neutral,6.36,18,29,NYSE,Success
PrismInc8787,Consumer Goods,60.14,9884045,8,Bull,141.63,40,799,NYSE,Success
FluxTechnologies8788,Healthcare,27.97,1859568,8,Bull,4.13,62,10,NYSE,Success
AetherSystems8789,Industrials,14.21,828642,9,Bear,108.06,46,255,NYSE,Success
TitanSolutions8790,Real Estate,46.83,7008910,3,Neutral,56.3,5,403,NASDAQ,Success
OrionGroup8791,Real Estate,39.57,3723589,6,Neutral,34.9,54,121,NYSE,Success
StellarHoldings8792,Healthcare,10.22,2050580,2,Bear,24.21,33,29,NYSE,Success
CrestLabs8793,Consumer Goods,13.78,6870266,8,Bull,318.52,20,461,NYSE,Success
SummitDynamics8794,Energy,18.8,4448736,8,Bear,24.92,55,115,NYSE,Success
PinnacleVentures8795,Energy,11.76,6193051,7,Neutral,415.73,72,1889,NASDAQ,Success
HorizonGlobal8796,Finance,19.14,1175971,5,Neutral,50.85,19,151,NYSE,Success
EclipseNetworks8797,Energy,28.67,8689417,7,Bull,95.63,4,495,NYSE,Success
RadiantInnovations8798,Technology,10.11,3253914,4,Neutral,124.64,68,430,NASDAQ,Success
ForgePartners8799,Finance,23.25,9673204,6,Neutral,108.8,20,258,NYSE,Success
CatalystEnterprises8800,Technology,36.03,8608436,5,Bull,76.91,25,357,NYSE,Failure
SynergyDigital8801,Healthcare,24.54,6493407,2,Neutral,1378.71,10,3881,NASDAQ,Failure
MomentumAnalytics8802,Technology,19.34,2925201,4,Neutral,296.84,7,610,NYSE,Failure
ElevateRobotics8803,Technology,14.38,6646289,10,Bull,1.18,33,10,NASDAQ,Success
IgniteBio8804,Industrials,30.43,9927165,5,Neutral,39.95,49,64,NASDAQ,Failure
ThrivePharma8805,Finance,11.15,5996777,6,Bull,507.3,76,1331,NASDAQ,Success
AlphaCapital8806,Technology,22.68,4003170,5,Bull,16.12,38,54,NASDAQ,Failure
BetaEnergy8807,Industrials,20.34,6661457,5,Neutral,54.98,67,240,NASDAQ,Failure
GammaHealth8808,Real Estate,35.26,1932442,6,Neutral,61.5,75,234,NYSE,Success
DeltaCorp8809,Real Estate,15.01,14857116,5,Bull,594.73,40,1463,NYSE,Success
OmegaInc8810,Industrials,15.66,608147,1,Neutral,11.36,45,51,NASDAQ,Success
NovaTechnologies8811,Telecommunications,10.79,3383437,7,Neutral,14.08,33,34,NYSE,Failure
ApexSystems8812,Energy,24.99,2178271,9,Neutral,116.55,62,424,NASDAQ,Success
ZenithSolutions8813,Telecommunications,16.25,1722191,3,Bear,91.57,4,420,NASDAQ,Failure
VertexGroup8814,Telecommunications,13.05,4435700,5,Neutral,119.47,76,1092,NYSE,Failure
QuantumHoldings8815,Healthcare,13.69,1060789,8,Neutral,88.53,40,200,NASDAQ,Success
NexusLabs8816,Real Estate,26.27,28118328,4,Neutral,45.71,11,95,NASDAQ,Failure
PulseDynamics8817,Industrials,11.57,845678,6,Bear,126.53,21,199,NASDAQ,Failure
VortexVentures8818,Industrials,12.1,1262661,10,Bull,74.29,44,229,NASDAQ,Success
CipherGlobal8819,Real Estate,31.44,1148900,7,Bull,37.58,1,205,NASDAQ,Failure
HelixNetworks8820,Healthcare,18.48,3986794,6,Bull,49.64,63,266,NYSE,Success
PrismInnovations8821,Finance,32.39,9016295,7,Neutral,24.3,68,215,NYSE,Success
FluxPartners8822,Energy,16.78,5531706,7,Bear,18.88,47,98,NYSE,Success
AetherEnterprises8823,Consumer Goods,20.07,14251094,4,Bear,126.01,58,196,NYSE,Failure
TitanDigital8824,Real Estate,21.72,1429352,2,Bull,7.69,8,47,NASDAQ,Success
OrionAnalytics8825,Real Estate,40.19,6316788,7,Neutral,153.44,76,146,NASDAQ,Success
StellarRobotics8826,Consumer Goods,38.59,2413197,7,Bear,36.75,33,113,NYSE,Failure
CrestBio8827,Telecommunications,35.75,4106469,5,Neutral,46.77,38,132,NASDAQ,Failure
SummitPharma8828,Technology,14.67,9906296,9,Bull,41.85,22,188,NYSE,Success
PinnacleCapital8829,Telecommunications,12.26,601829,8,Bull,116.15,40,416,NYSE,Success
HorizonEnergy8830,Technology,29.38,23938738,7,Bull,502.83,2,741,NASDAQ,Success
EclipseHealth8831,Energy,39.98,2827083,5,Bull,816.74,45,1108,NYSE,Success
RadiantCorp8832,Technology,35.92,655643,1,Neutral,262.81,23,660,NYSE,Success
ForgeInc8833,Energy,20.22,1634998,5,Neutral,61.42,71,256,NYSE,Failure
CatalystTechnologies8834,Healthcare,28.9,3621160,2,Bear,181.11,15,686,NYSE,Success
SynergySystems8835,Technology,29.16,1634624,1,Neutral,2.63,17,16,NYSE,Failure
MomentumSolutions8836,Energy,21.64,421724,7,Neutral,135.89,52,369,NASDAQ,Success
ElevateGroup8837,Consumer Goods,22.11,3601276,8,Neutral,97.96,6,173,NASDAQ,Success
IgniteHoldings8838,Technology,21.1,1588420,2,Neutral,5.38,53,19,NYSE,Success
ThriveLabs8839,Consumer Goods,13.54,6269078,5,Bear,22.84,54,36,NASDAQ,Failure
AlphaDynamics8840,Technology,14.25,1123110,5,Bear,82.8,43,186,NYSE,Failure
BetaVentures8841,Technology,14.14,31375238,5,Bull,96.79,41,548,NYSE,Failure
GammaGlobal8842,Technology,9.03,5463657,3,Bull,229.47,63,1165,NASDAQ,Success
DeltaNetworks8843,Energy,21.57,3980008,8,Bull,668.18,48,1787,NYSE,Success
OmegaInnovations8844,Industrials,19.68,6095878,3,Bear,43.65,65,255,NASDAQ,Failure
NovaPartners8845,Energy,29.4,528864,2,Bull,9.91,71,75,NYSE,Failure
ApexEnterprises8846,Industrials,37.73,1988799,3,Bear,187.34,23,532,NASDAQ,Success
ZenithDigital8847,Energy,38.94,19443449,6,Neutral,376.83,73,252,NYSE,Failure
VertexAnalytics8848,Industrials,40.82,2373478,5,Bull,365.51,46,2581,NYSE,Failure
QuantumRobotics8849,Telecommunications,13.76,3069957,4,Bull,110.62,31,290,NASDAQ,Success
NexusBio8850,Healthcare,9.82,2050307,7,Bear,1096.37,67,1798,NYSE,Success
PulsePharma8851,Technology,31.99,14139856,6,Bear,36.2,56,277,NYSE,Success
VortexCapital8852,Technology,40.09,2559610,1,Bull,601.24,57,1340,NYSE,Failure
CipherEnergy8853,Energy,43.73,934871,7,Bear,9.58,40,172,NYSE,Success
HelixHealth8854,Finance,25.6,43090586,8,Bull,1.82,5,11,NYSE,Success
PrismCorp8855,Technology,7.4,826517,5,Bear,9.34,45,80,NASDAQ,Failure
FluxInc8856,Real Estate,24.11,2965688,5,Bear,23.06,62,83,NYSE,Success
AetherTechnologies8857,Telecommunications,26.52,1408739,9,Bear,54.66,66,194,NYSE,Success
TitanSystems8858,Healthcare,37.56,1620748,4,Neutral,13.48,6,40,NASDAQ,Success
OrionSolutions8859,Technology,41.05,1132759,5,Bull,66.13,23,156,NASDAQ,Failure
StellarGroup8860,Technology,31.65,1905029,6,Bear,144.06,58,755,NASDAQ,Success
CrestHoldings8861,Healthcare,14.97,8745354,6,Bull,92.67,8,362,NYSE,Failure
SummitLabs8862,Real Estate,12.01,487972,5,Neutral,44.41,71,193,NASDAQ,Failure
PinnacleDynamics8863,Energy,26.23,11533974,6,Bull,331.6,55,340,NYSE,Success
HorizonVentures8864,Technology,13.51,9707390,9,Bear,16.43,63,33,NYSE,Success
EclipseGlobal8865,Finance,42.0,5438746,7,Bear,38.02,25,87,NASDAQ,Failure
RadiantNetworks8866,Technology,8.57,3708620,5,Neutral,23.93,49,79,NASDAQ,Failure
ForgeInnovations8867,Finance,26.67,4310822,4,Bear,145.35,24,379,NYSE,Failure
CatalystPartners8868,Finance,23.57,13570548,4,Bear,28.84,10,131,NYSE,Success
SynergyEnterprises8869,Energy,18.11,570469,7,Bear,99.51,11,492,NYSE,Success
MomentumDigital8870,Finance,12.65,6765114,2,Neutral,185.77,14,1011,NASDAQ,Success
ElevateAnalytics8871,Real Estate,7.16,1550096,10,Bull,25.53,77,112,NASDAQ,Success
IgniteRobotics8872,Technology,15.4,7465086,5,Bull,4.97,8,20,NASDAQ,Success
ThriveBio8873,Industrials,15.53,1769839,3,Bull,38.95,67,203,NASDAQ,Failure
AlphaPharma8874,Technology,35.02,6628373,6,Bear,16.55,43,80,NASDAQ,Failure
BetaCapital8875,Healthcare,13.58,694894,4,Bear,20.83,59,110,NASDAQ,Success
GammaEnergy8876,Real Estate,25.19,601647,5,Neutral,1.34,54,27,NYSE,Failure
DeltaHealth8877,Consumer Goods,10.53,2919541,2,Bear,4.8,44,25,NASDAQ,Success
OmegaCorp8878,Technology,25.54,13735990,5,Bull,181.27,74,985,NASDAQ,Success
NovaInc8879,Finance,6.56,5588851,1,Bear,13.38,3,31,NYSE,Failure
ApexTechnologies8880,Consumer Goods,57.26,5548923,4,Bear,309.17,42,1047,NYSE,Failure
ZenithSystems8881,Telecommunications,18.72,7726710,4,Bear,18.66,78,58,NASDAQ,Success
VertexSolutions8882,Energy,5.0,2197923,4,Bear,113.23,49,366,NYSE,Failure
QuantumGroup8883,Technology,14.03,6020909,4,Neutral,37.34,16,161,NYSE,Failure
NexusHoldings8884,Finance,12.96,1830916,6,Neutral,144.67,20,334,NYSE,Failure
PulseLabs8885,Technology,14.47,2388043,7,Bull,37.33,58,99,NASDAQ,Success
VortexDynamics8886,Technology,16.74,2703750,6,Neutral,75.18,51,155,NASDAQ,Success
CipherVentures8887,Energy,14.42,1894512,8,Neutral,345.93,44,919,NASDAQ,Success
HelixGlobal8888,Industrials,13.35,3060073,5,Bull,110.67,4,441,NYSE,Success
PrismNetworks8889,Technology,11.25,2534335,6,Neutral,19.45,23,205,NASDAQ,Success
FluxInnovations8890,Industrials,30.29,1610950,6,Bull,3.29,36,21,NASDAQ,Failure
AetherPartners8891,Consumer Goods,36.62,2840237,8,Bear,46.37,37,75,NYSE,Success
TitanEnterprises8892,Industrials,17.68,3818109,4,Bull,104.11,48,388,NASDAQ,Success
OrionDigital8893,Technology,19.91,1088309,7,Bull,68.78,47,92,NYSE,Success
StellarAnalytics8894,Healthcare,11.44,4962679,4,Bear,14.63,38,148,NASDAQ,Success
CrestRobotics8895,Technology,20.81,1995329,4,Bear,68.55,57,321,NASDAQ,Failure
SummitBio8896,Technology,22.53,3985621,5,Bull,146.9,54,243,NASDAQ,Success
PinnaclePharma8897,Healthcare,18.0,1680669,6,Bear,441.56,60,438,NYSE,Success
HorizonCapital8898,Healthcare,24.48,9346340,3,Bear,38.9,26,92,NASDAQ,Failure
EclipseEnergy8899,Technology,23.44,8504582,4,Bull,2176.4,3,4511,NYSE,Success
RadiantHealth8900,Technology,11.86,1144652,4,Neutral,482.93,80,707,NASDAQ,Success
ForgeCorp8901,Real Estate,36.47,5526134,6,Neutral,70.28,70,325,NYSE,Failure
CatalystInc8902,Industrials,18.1,13884331,4,Bull,80.84,21,401,NYSE,Failure
SynergyTechnologies8903,Healthcare,46.42,1266567,6,Neutral,438.51,58,723,NYSE,Success
MomentumSystems8904,Telecommunications,24.78,1370992,5,Neutral,12.87,26,94,NYSE,Success
ElevateSolutions8905,Technology,53.81,6817882,7,Bear,16.39,63,133,NYSE,Failure
IgniteGroup8906,Finance,36.15,884538,6,Neutral,7.91,14,56,NASDAQ,Success
ThriveHoldings8907,Industrials,22.5,1502268,9,Neutral,37.24,28,179,NASDAQ,Failure
AlphaLabs8908,Finance,13.99,1185096,6,Neutral,15.03,44,51,NASDAQ,Failure
BetaDynamics8909,Technology,14.14,6903121,3,Bull,32.06,56,335,NYSE,Failure
GammaVentures8910,Healthcare,26.22,1635681,5,Neutral,51.83,24,108,NASDAQ,Success
DeltaGlobal8911,Finance,21.58,2459322,6,Bull,6.91,49,31,NYSE,Success
OmegaNetworks8912,Energy,14.96,1546764,4,Neutral,423.84,33,1496,NASDAQ,Success
NovaInnovations8913,Finance,30.46,10308851,9,Bull,326.31,28,629,NASDAQ,Failure
ApexPartners8914,Finance,20.48,1384172,5,Neutral,27.39,67,92,NYSE,Success
ZenithEnterprises8915,Healthcare,30.55,800026,4,Neutral,504.1,14,544,NYSE,Success
VertexDigital8916,Finance,12.33,769277,6,Bear,97.78,59,230,NASDAQ,Success
QuantumAnalytics8917,Technology,33.11,6541386,4,Bear,283.93,47,2273,NYSE,Failure
NexusRobotics8918,Real Estate,25.8,7031180,7,Bull,7.14,55,33,NYSE,Success
PulseBio8919,Consumer Goods,36.55,11393511,7,Bull,32.97,62,235,NASDAQ,Success
VortexPharma8920,Finance,32.74,926367,6,Neutral,140.1,65,302,NYSE,Failure
